회차,세트번호,예측번호,당첨번호,일치개수,일치번호,등수
199,10,9 16 24 28 34 40,14 21 22 25 30 36 +43,0,,0
200,1,15 19 21 28 37 41,5 6 13 14 17 20 +7,0,,0
200,2,4 8 19 23 26 41,5 6 13 14 17 20 +7,0,,0
200,3,7 9 11 39 40 43,5 6 13 14 17 20 +7,0,,0
200,4,9 15 25 30 41 45,5 6 13 14 17 20 +7,0,,0
200,5,4 8 10 13 16 42,5 6 13 14 17 20 +7,1,13,0
200,6,1 3 4 9 28 45,5 6 13 14 17 20 +7,0,,0
200,7,2 9 17 19 25 27,5 6 13 14 17 20 +7,1,17,0
200,8,8 19 31 34 37 44,5 6 13 14 17 20 +7,0,,0
200,9,1 14 19 26 34 38,5 6 13 14 17 20 +7,1,14,0
200,10,11 15 16 24 25 31,5 6 13 14 17 20 +7,0,,0
201,1,20 27 29 36 38 39,3 11 24 38 39 44 +26,2,38 39,0
201,2,2 21 23 26 29 36,3 11 24 38 39 44 +26,0,,0
201,3,1 8 10 15 23 35,3 11 24 38 39 44 +26,0,,0
201,4,6 13 23 28 30 31,3 11 24 38 39 44 +26,0,,0
201,5,5 17 19 25 36 38,3 11 24 38 39 44 +26,1,38,0
201,6,14 21 23 28 39 44,3 11 24 38 39 44 +26,2,39 44,0
201,7,8 13 21 26 29 31,3 11 24 38 39 44 +26,0,,0
201,8,9 19 29 32 42 45,3 11 24 38 39 44 +26,0,,0
201,9,8 15 29 33 38 44,3 11 24 38 39 44 +26,2,38 44,0
201,10,4 18 19 29 35 37,3 11 24 38 39 44 +26,0,,0
202,1,1 6 11 13 23 33,12 14 27 33 39 44 +17,1,33,0
202,2,1 5 14 30 35 38,12 14 27 33 39 44 +17,1,14,0
202,3,12 13 29 35 39 43,12 14 27 33 39 44 +17,2,12 39,0
202,4,5 17 18 24 28 45,12 14 27 33 39 44 +17,0,,0
202,5,1 19 30 34 43 44,12 14 27 33 39 44 +17,1,44,0
202,6,7 12 18 34 37 44,12 14 27 33 39 44 +17,2,12 44,0
202,7,17 23 28 29 33 45,12 14 27 33 39 44 +17,1,33,0
202,8,17 20 21 23 40 44,12 14 27 33 39 44 +17,1,44,0
202,9,18 22 24 36 43 45,12 14 27 33 39 44 +17,0,,0
202,10,1 27 29 33 35 43,12 14 27 33 39 44 +17,2,27 33,0
203,1,21 22 24 34 36 45,1 3 11 24 30 32 +7,1,24,0
203,2,2 5 9 20 39 45,1 3 11 24 30 32 +7,0,,0
203,3,14 21 30 33 40 43,1 3 11 24 30 32 +7,1,30,0
203,4,1 10 19 22 33 40,1 3 11 24 30 32 +7,1,1,0
203,5,3 9 10 18 22 45,1 3 11 24 30 32 +7,1,3,0
203,6,15 17 22 23 25 26,1 3 11 24 30 32 +7,0,,0
203,7,6 7 13 31 35 43,1 3 11 24 30 32 +7,0,,0
203,8,6 13 24 29 36 37,1 3 11 24 30 32 +7,1,24,0
203,9,1 4 15 17 36 42,1 3 11 24 30 32 +7,1,1,0
203,10,1 25 31 36 37 40,1 3 11 24 30 32 +7,1,1,0
204,1,4 9 13 17 33 37,3 12 14 35 40 45 +5,0,,0
204,2,3 5 13 31 36 40,3 12 14 35 40 45 +5,2,3 40,0
204,3,7 9 15 28 43 44,3 12 14 35 40 45 +5,0,,0
204,4,8 10 21 40 41 42,3 12 14 35 40 45 +5,1,40,0
204,5,3 12 16 18 25 41,3 12 14 35 40 45 +5,2,3 12,0
204,6,8 20 25 27 34 37,3 12 14 35 40 45 +5,0,,0
204,7,20 21 26 32 40 45,3 12 14 35 40 45 +5,2,40 45,0
204,8,14 18 22 30 36 42,3 12 14 35 40 45 +5,1,14,0
204,9,16 22 27 30 32 38,3 12 14 35 40 45 +5,0,,0
204,10,3 5 16 17 38 39,3 12 14 35 40 45 +5,1,3,0
205,1,1 23 24 29 33 41,1 3 21 29 35 37 +30,2,1 29,0
205,2,3 14 18 31 41 42,1 3 21 29 35 37 +30,1,3,0
205,3,2 20 23 32 33 42,1 3 21 29 35 37 +30,0,,0
205,4,10 13 34 41 43 44,1 3 21 29 35 37 +30,0,,0
205,5,1 8 10 26 30 35,1 3 21 29 35 37 +30,2,1 35,0
205,6,2 3 7 25 36 43,1 3 21 29 35 37 +30,1,3,0
205,7,14 18 19 29 32 45,1 3 21 29 35 37 +30,1,29,0
205,8,7 16 24 26 36 41,1 3 21 29 35 37 +30,0,,0
205,9,1 14 26 32 35 40,1 3 21 29 35 37 +30,2,1 35,0
205,10,7 17 21 34 36 37,1 3 21 29 35 37 +30,2,21 37,0
206,1,12 13 15 16 18 35,1 2 3 15 20 25 +43,1,15,0
206,2,5 8 13 25 35 36,1 2 3 15 20 25 +43,1,25,0
206,3,3 22 28 32 38 40,1 2 3 15 20 25 +43,1,3,0
206,4,1 9 17 25 31 36,1 2 3 15 20 25 +43,2,1 25,0
206,5,3 16 31 33 35 39,1 2 3 15 20 25 +43,1,3,0
206,6,3 5 11 15 21 42,1 2 3 15 20 25 +43,2,3 15,0
206,7,1 20 24 30 31 36,1 2 3 15 20 25 +43,2,1 20,0
206,8,4 14 23 25 26 39,1 2 3 15 20 25 +43,1,25,0
206,9,11 19 21 26 34 40,1 2 3 15 20 25 +43,0,,0
206,10,6 11 12 15 30 44,1 2 3 15 20 25 +43,1,15,0
207,1,2 22 25 27 35 40,3 11 14 31 32 37 +38,0,,0
207,2,1 15 28 32 39 43,3 11 14 31 32 37 +38,1,32,0
207,3,2 18 19 26 28 38,3 11 14 31 32 37 +38,0,,0
207,4,8 26 28 39 40 42,3 11 14 31 32 37 +38,0,,0
207,5,4 6 12 21 28 36,3 11 14 31 32 37 +38,0,,0
207,6,7 19 28 31 32 41,3 11 14 31 32 37 +38,2,31 32,0
207,7,1 2 22 39 43 44,3 11 14 31 32 37 +38,0,,0
207,8,11 15 18 22 23 32,3 11 14 31 32 37 +38,2,11 32,0
207,9,6 7 10 18 33 44,3 11 14 31 32 37 +38,0,,0
207,10,3 7 10 14 19 27,3 11 14 31 32 37 +38,2,3 14,0
208,1,3 6 13 20 27 40,14 25 31 34 40 44 +24,1,40,0
208,2,7 15 20 28 40 42,14 25 31 34 40 44 +24,1,40,0
208,3,2 4 6 15 21 33,14 25 31 34 40 44 +24,0,,0
208,4,18 25 28 29 36 40,14 25 31 34 40 44 +24,2,25 40,0
208,5,8 9 11 20 25 40,14 25 31 34 40 44 +24,2,25 40,0
208,6,1 4 14 21 22 26,14 25 31 34 40 44 +24,1,14,0
208,7,3 23 30 36 44 45,14 25 31 34 40 44 +24,1,44,0
208,8,12 18 21 24 27 28,14 25 31 34 40 44 +24,0,,0
208,9,9 10 23 24 39 44,14 25 31 34 40 44 +24,1,44,0
208,10,1 2 18 35 38 41,14 25 31 34 40 44 +24,0,,0
209,1,18 19 26 27 31 36,2 7 18 20 24 33 +37,1,18,0
209,2,5 12 17 32 33 42,2 7 18 20 24 33 +37,1,33,0
209,3,6 28 29 33 38 40,2 7 18 20 24 33 +37,1,33,0
209,4,7 9 16 27 29 30,2 7 18 20 24 33 +37,1,7,0
209,5,2 11 12 15 24 35,2 7 18 20 24 33 +37,2,2 24,0
209,6,2 3 5 11 20 35,2 7 18 20 24 33 +37,2,2 20,0
209,7,14 25 28 31 36 39,2 7 18 20 24 33 +37,0,,0
209,8,3 15 21 36 37 38,2 7 18 20 24 33 +37,0,,0
209,9,12 15 23 27 34 39,2 7 18 20 24 33 +37,0,,0
209,10,9 10 21 32 34 36,2 7 18 20 24 33 +37,0,,0
210,1,3 24 32 33 41 43,10 19 22 23 25 37 +39,0,,0
210,2,10 21 27 28 29 44,10 19 22 23 25 37 +39,1,10,0
210,3,7 20 21 24 37 43,10 19 22 23 25 37 +39,1,37,0
210,4,2 27 34 40 43 44,10 19 22 23 25 37 +39,0,,0
210,5,7 9 10 18 35 43,10 19 22 23 25 37 +39,1,10,0
210,6,2 5 13 21 24 38,10 19 22 23 25 37 +39,0,,0
210,7,10 16 17 35 36 37,10 19 22 23 25 37 +39,2,10 37,0
210,8,17 19 26 27 29 43,10 19 22 23 25 37 +39,1,19,0
210,9,4 11 12 20 27 41,10 19 22 23 25 37 +39,0,,0
210,10,4 7 13 14 19 21,10 19 22 23 25 37 +39,1,19,0
211,1,9 29 34 37 38 42,12 13 17 20 33 41 +8,0,,0
211,2,2 11 14 17 24 41,12 13 17 20 33 41 +8,2,17 41,0
211,3,2 11 13 16 22 35,12 13 17 20 33 41 +8,1,13,0
211,4,16 17 28 36 37 43,12 13 17 20 33 41 +8,1,17,0
211,5,3 4 23 26 27 36,12 13 17 20 33 41 +8,0,,0
211,6,12 13 18 23 38 43,12 13 17 20 33 41 +8,2,12 13,0
211,7,3 6 15 21 22 27,12 13 17 20 33 41 +8,0,,0
211,8,3 4 5 7 8 17,12 13 17 20 33 41 +8,1,17,0
211,9,1 12 16 24 38 45,12 13 17 20 33 41 +8,1,12,0
211,10,13 24 30 33 37 45,12 13 17 20 33 41 +8,2,13 33,0
212,1,7 20 21 25 35 36,11 12 18 21 31 38 +8,1,21,0
212,2,3 4 9 21 24 26,11 12 18 21 31 38 +8,1,21,0
212,3,2 10 20 25 35 37,11 12 18 21 31 38 +8,0,,0
212,4,1 25 26 38 41 44,11 12 18 21 31 38 +8,1,38,0
212,5,14 17 20 21 43 45,11 12 18 21 31 38 +8,1,21,0
212,6,13 16 17 33 34 41,11 12 18 21 31 38 +8,0,,0
212,7,1 3 17 27 36 39,11 12 18 21 31 38 +8,0,,0
212,8,2 17 20 25 27 45,11 12 18 21 31 38 +8,0,,0
212,9,1 15 19 25 36 42,11 12 18 21 31 38 +8,0,,0
212,10,3 6 13 19 30 45,11 12 18 21 31 38 +8,0,,0
213,1,1 3 4 19 32 42,2 3 4 5 20 24 +42,2,3 4,0
213,2,10 20 23 28 41 43,2 3 4 5 20 24 +42,1,20,0
213,3,2 11 13 34 40 42,2 3 4 5 20 24 +42,1,2,0
213,4,10 17 26 30 38 43,2 3 4 5 20 24 +42,0,,0
213,5,6 13 22 23 27 32,2 3 4 5 20 24 +42,0,,0
213,6,4 21 27 31 38 41,2 3 4 5 20 24 +42,1,4,0
213,7,11 16 22 29 37 45,2 3 4 5 20 24 +42,0,,0
213,8,9 13 19 24 31 35,2 3 4 5 20 24 +42,1,24,0
213,9,3 6 10 16 19 39,2 3 4 5 20 24 +42,1,3,0
213,10,9 10 16 23 24 27,2 3 4 5 20 24 +42,1,24,0
214,1,2 6 14 19 31 43,5 7 20 25 28 37 +32,0,,0
214,2,5 14 21 23 36 44,5 7 20 25 28 37 +32,1,5,0
214,3,2 13 24 32 33 40,5 7 20 25 28 37 +32,0,,0
214,4,8 10 15 25 36 41,5 7 20 25 28 37 +32,1,25,0
214,5,1 8 12 18 38 40,5 7 20 25 28 37 +32,0,,0
214,6,9 11 21 26 32 43,5 7 20 25 28 37 +32,0,,0
214,7,2 3 9 15 33 36,5 7 20 25 28 37 +32,0,,0
214,8,9 11 19 22 43 44,5 7 20 25 28 37 +32,0,,0
214,9,4 9 19 23 24 40,5 7 20 25 28 37 +32,0,,0
214,10,7 17 21 33 35 39,5 7 20 25 28 37 +32,1,7,0
215,1,4 14 15 30 34 40,2 3 7 15 43 44 +4,1,15,0
215,2,5 11 14 28 33 35,2 3 7 15 43 44 +4,0,,0
215,3,13 14 15 25 29 30,2 3 7 15 43 44 +4,1,15,0
215,4,17 26 35 37 41 42,2 3 7 15 43 44 +4,0,,0
215,5,2 6 19 23 36 38,2 3 7 15 43 44 +4,1,2,0
215,6,11 21 28 38 41 43,2 3 7 15 43 44 +4,1,43,0
215,7,22 24 28 33 41 44,2 3 7 15 43 44 +4,1,44,0
215,8,2 11 13 14 16 17,2 3 7 15 43 44 +4,1,2,0
215,9,14 17 24 31 39 45,2 3 7 15 43 44 +4,0,,0
215,10,11 14 22 24 28 37,2 3 7 15 43 44 +4,0,,0
216,1,11 27 28 38 44 45,7 16 17 33 36 40 +1,0,,0
216,2,23 24 28 35 42 45,7 16 17 33 36 40 +1,0,,0
216,3,2 3 5 7 18 25,7 16 17 33 36 40 +1,1,7,0
216,4,4 7 8 10 38 40,7 16 17 33 36 40 +1,2,7 40,0
216,5,5 9 26 33 35 39,7 16 17 33 36 40 +1,1,33,0
216,6,5 14 20 27 29 31,7 16 17 33 36 40 +1,0,,0
216,7,9 15 26 35 41 45,7 16 17 33 36 40 +1,0,,0
216,8,4 19 26 29 41 45,7 16 17 33 36 40 +1,0,,0
216,9,2 10 14 25 29 30,7 16 17 33 36 40 +1,0,,0
216,10,1 15 25 27 28 36,7 16 17 33 36 40 +1,1,36,0
217,1,7 16 21 22 33 41,16 20 27 33 35 39 +38,2,16 33,0
217,2,5 11 14 15 19 26,16 20 27 33 35 39 +38,0,,0
217,3,11 15 18 33 43 45,16 20 27 33 35 39 +38,1,33,0
217,4,10 11 15 28 34 37,16 20 27 33 35 39 +38,0,,0
217,5,1 6 23 24 28 32,16 20 27 33 35 39 +38,0,,0
217,6,14 24 35 39 42 43,16 20 27 33 35 39 +38,2,35 39,0
217,7,5 6 8 19 39 42,16 20 27 33 35 39 +38,1,39,0
217,8,5 8 22 29 38 44,16 20 27 33 35 39 +38,0,,0
217,9,4 10 16 18 41 43,16 20 27 33 35 39 +38,1,16,0
217,10,6 9 10 12 28 33,16 20 27 33 35 39 +38,1,33,0
218,1,6 7 16 20 25 34,1 8 14 18 29 44 +20,0,,0
218,2,2 16 20 27 30 41,1 8 14 18 29 44 +20,0,,0
218,3,10 16 21 23 25 28,1 8 14 18 29 44 +20,0,,0
218,4,3 10 12 32 36 37,1 8 14 18 29 44 +20,0,,0
218,5,1 2 12 21 30 33,1 8 14 18 29 44 +20,1,1,0
218,6,1 5 9 10 15 23,1 8 14 18 29 44 +20,1,1,0
218,7,17 21 23 38 40 45,1 8 14 18 29 44 +20,0,,0
218,8,5 15 25 28 31 44,1 8 14 18 29 44 +20,1,44,0
218,9,25 29 37 39 44 45,1 8 14 18 29 44 +20,2,29 44,0
218,10,7 10 16 17 23 33,1 8 14 18 29 44 +20,0,,0
219,1,15 19 31 33 39 45,4 11 20 26 35 37 +16,0,,0
219,2,3 4 12 23 29 43,4 11 20 26 35 37 +16,1,4,0
219,3,23 27 28 33 35 44,4 11 20 26 35 37 +16,1,35,0
219,4,5 20 31 34 38 42,4 11 20 26 35 37 +16,1,20,0
219,5,3 15 31 34 38 42,4 11 20 26 35 37 +16,0,,0
219,6,7 8 23 28 32 45,4 11 20 26 35 37 +16,0,,0
219,7,14 17 24 28 34 39,4 11 20 26 35 37 +16,0,,0
219,8,11 22 30 31 32 40,4 11 20 26 35 37 +16,1,11,0
219,9,3 7 15 16 27 38,4 11 20 26 35 37 +16,0,,0
219,10,2 5 6 7 13 45,4 11 20 26 35 37 +16,0,,0
220,1,16 17 25 37 44 45,5 11 19 21 34 43 +31,0,,0
220,2,1 7 16 30 35 40,5 11 19 21 34 43 +31,0,,0
220,3,1 19 22 29 33 43,5 11 19 21 34 43 +31,2,19 43,0
220,4,5 13 14 32 40 43,5 11 19 21 34 43 +31,2,5 43,0
220,5,2 20 25 34 41 43,5 11 19 21 34 43 +31,2,34 43,0
220,6,2 18 29 34 35 44,5 11 19 21 34 43 +31,1,34,0
220,7,5 12 23 34 39 40,5 11 19 21 34 43 +31,2,5 34,0
220,8,23 26 29 30 33 45,5 11 19 21 34 43 +31,0,,0
220,9,1 5 25 29 37 39,5 11 19 21 34 43 +31,1,5,0
220,10,8 12 23 36 44 45,5 11 19 21 34 43 +31,0,,0
221,1,2 4 13 25 41 42,2 20 33 35 37 40 +10,1,2,0
221,2,4 10 11 21 25 44,2 20 33 35 37 40 +10,0,,0
221,3,2 3 13 20 25 33,2 20 33 35 37 40 +10,3,2 20 33,5
221,4,2 15 21 22 33 44,2 20 33 35 37 40 +10,2,2 33,0
221,5,1 3 11 27 29 34,2 20 33 35 37 40 +10,0,,0
221,6,1 3 6 15 22 29,2 20 33 35 37 40 +10,0,,0
221,7,5 6 18 20 22 39,2 20 33 35 37 40 +10,1,20,0
221,8,21 22 23 31 36 38,2 20 33 35 37 40 +10,0,,0
221,9,12 13 14 27 30 42,2 20 33 35 37 40 +10,0,,0
221,10,22 33 35 37 38 40,2 20 33 35 37 40 +10,4,33 35 37 40,4
222,1,17 20 21 26 40 42,5 7 28 29 39 43 +44,0,,0
222,2,2 4 14 18 25 31,5 7 28 29 39 43 +44,0,,0
222,3,8 15 22 29 38 43,5 7 28 29 39 43 +44,2,29 43,0
222,4,4 11 24 35 41 43,5 7 28 29 39 43 +44,1,43,0
222,5,1 3 9 16 21 40,5 7 28 29 39 43 +44,0,,0
222,6,4 5 9 21 34 44,5 7 28 29 39 43 +44,1,5,0
222,7,1 8 15 20 36 38,5 7 28 29 39 43 +44,0,,0
222,8,5 26 28 33 34 43,5 7 28 29 39 43 +44,3,5 28 43,5
222,9,3 4 20 24 35 38,5 7 28 29 39 43 +44,0,,0
222,10,4 20 30 32 43 44,5 7 28 29 39 43 +44,1,43,0
223,1,8 22 25 30 31 35,1 3 18 20 26 27 +38,0,,0
223,2,15 16 19 28 34 41,1 3 18 20 26 27 +38,0,,0
223,3,6 15 26 30 33 34,1 3 18 20 26 27 +38,1,26,0
223,4,4 7 9 38 42 45,1 3 18 20 26 27 +38,0,,0
223,5,30 35 36 39 42 45,1 3 18 20 26 27 +38,0,,0
223,6,5 17 20 27 28 31,1 3 18 20 26 27 +38,2,20 27,0
223,7,4 7 16 17 21 25,1 3 18 20 26 27 +38,0,,0
223,8,11 15 22 28 32 43,1 3 18 20 26 27 +38,0,,0
223,9,5 10 14 17 20 40,1 3 18 20 26 27 +38,1,20,0
223,10,6 14 34 35 36 44,1 3 18 20 26 27 +38,0,,0
224,1,13 16 20 22 36 42,4 19 26 27 30 42 +7,1,42,0
224,2,7 25 27 32 39 40,4 19 26 27 30 42 +7,1,27,0
224,3,6 16 21 29 32 35,4 19 26 27 30 42 +7,0,,0
224,4,4 6 10 13 26 28,4 19 26 27 30 42 +7,2,4 26,0
224,5,14 19 24 26 31 36,4 19 26 27 30 42 +7,2,19 26,0
224,6,1 2 4 5 22 41,4 19 26 27 30 42 +7,1,4,0
224,7,1 17 21 23 31 42,4 19 26 27 30 42 +7,1,42,0
224,8,1 3 17 20 27 44,4 19 26 27 30 42 +7,1,27,0
224,9,4 7 11 15 17 20,4 19 26 27 30 42 +7,1,4,0
224,10,3 5 6 22 28 44,4 19 26 27 30 42 +7,0,,0
225,1,7 13 14 17 30 31,5 11 13 19 31 36 +7,2,13 31,0
225,2,14 21 23 25 27 32,5 11 13 19 31 36 +7,0,,0
225,3,1 3 8 16 26 44,5 11 13 19 31 36 +7,0,,0
225,4,1 24 26 30 35 39,5 11 13 19 31 36 +7,0,,0
225,5,2 32 35 38 43 45,5 11 13 19 31 36 +7,0,,0
225,6,10 12 22 34 38 43,5 11 13 19 31 36 +7,0,,0
225,7,5 10 15 37 42 43,5 11 13 19 31 36 +7,1,5,0
225,8,1 4 19 29 34 37,5 11 13 19 31 36 +7,1,19,0
225,9,16 18 20 22 26 30,5 11 13 19 31 36 +7,0,,0
225,10,1 3 8 25 28 35,5 11 13 19 31 36 +7,0,,0
226,1,3 4 27 36 37 43,2 6 8 14 21 22 +34,0,,0
226,2,12 14 19 21 27 36,2 6 8 14 21 22 +34,2,14 21,0
226,3,8 11 13 18 33 43,2 6 8 14 21 22 +34,1,8,0
226,4,6 10 14 27 29 31,2 6 8 14 21 22 +34,2,6 14,0
226,5,6 7 9 24 27 32,2 6 8 14 21 22 +34,1,6,0
226,6,2 8 9 36 43 44,2 6 8 14 21 22 +34,2,2 8,0
226,7,4 27 35 42 43 45,2 6 8 14 21 22 +34,0,,0
226,8,9 16 25 27 34 44,2 6 8 14 21 22 +34,0,,0
226,9,1 5 7 16 22 30,2 6 8 14 21 22 +34,1,22,0
226,10,9 21 23 26 29 42,2 6 8 14 21 22 +34,1,21,0
227,1,1 12 13 14 16 41,4 5 15 16 22 42 +2,1,16,0
227,2,1 22 29 33 41 42,4 5 15 16 22 42 +2,2,22 42,0
227,3,1 9 10 11 25 36,4 5 15 16 22 42 +2,0,,0
227,4,5 8 11 27 30 42,4 5 15 16 22 42 +2,2,5 42,0
227,5,18 23 25 27 41 42,4 5 15 16 22 42 +2,1,42,0
227,6,1 12 15 19 21 43,4 5 15 16 22 42 +2,1,15,0
227,7,2 22 24 39 41 43,4 5 15 16 22 42 +2,1,22,0
227,8,2 12 21 26 30 33,4 5 15 16 22 42 +2,0,,0
227,9,19 23 25 34 39 42,4 5 15 16 22 42 +2,1,42,0
227,10,7 10 18 27 34 42,4 5 15 16 22 42 +2,1,42,0
228,1,2 9 13 27 32 36,17 25 35 36 39 44 +23,1,36,0
228,2,1 18 19 32 35 36,17 25 35 36 39 44 +23,2,35 36,0
228,3,10 16 20 22 24 37,17 25 35 36 39 44 +23,0,,0
228,4,15 21 23 34 37 40,17 25 35 36 39 44 +23,0,,0
228,5,5 11 21 28 36 43,17 25 35 36 39 44 +23,1,36,0
228,6,8 14 25 29 31 35,17 25 35 36 39 44 +23,2,25 35,0
228,7,9 13 29 33 43 44,17 25 35 36 39 44 +23,1,44,0
228,8,5 8 18 29 42 45,17 25 35 36 39 44 +23,0,,0
228,9,7 15 16 35 40 42,17 25 35 36 39 44 +23,1,35,0
228,10,9 10 12 22 41 42,17 25 35 36 39 44 +23,0,,0
229,1,18 27 29 36 42 45,4 5 9 11 23 38 +35,0,,0
229,2,5 11 27 30 38 43,4 5 9 11 23 38 +35,3,5 11 38,5
229,3,1 2 9 10 13 31,4 5 9 11 23 38 +35,1,9,0
229,4,1 3 20 28 34 43,4 5 9 11 23 38 +35,0,,0
229,5,3 4 26 30 31 33,4 5 9 11 23 38 +35,1,4,0
229,6,15 18 28 32 38 44,4 5 9 11 23 38 +35,1,38,0
229,7,8 14 30 32 38 45,4 5 9 11 23 38 +35,1,38,0
229,8,1 8 11 20 24 29,4 5 9 11 23 38 +35,1,11,0
229,9,2 6 31 32 37 44,4 5 9 11 23 38 +35,0,,0
229,10,7 13 17 22 24 32,4 5 9 11 23 38 +35,0,,0
230,1,6 11 12 23 35 42,5 11 14 29 32 33 +12,1,11,0
230,2,1 11 16 26 40 43,5 11 14 29 32 33 +12,1,11,0
230,3,3 6 8 12 31 40,5 11 14 29 32 33 +12,0,,0
230,4,6 10 27 28 31 36,5 11 14 29 32 33 +12,0,,0
230,5,3 28 37 39 42 45,5 11 14 29 32 33 +12,0,,0
230,6,11 23 25 27 29 40,5 11 14 29 32 33 +12,2,11 29,0
230,7,1 14 32 33 39 43,5 11 14 29 32 33 +12,3,14 32 33,5
230,8,5 6 13 19 24 33,5 11 14 29 32 33 +12,2,5 33,0
230,9,11 17 23 25 27 35,5 11 14 29 32 33 +12,1,11,0
230,10,7 11 19 20 23 24,5 11 14 29 32 33 +12,1,11,0
231,1,5 14 32 37 41 42,5 10 19 31 44 45 +27,1,5,0
231,2,2 3 13 14 32 33,5 10 19 31 44 45 +27,0,,0
231,3,9 20 24 29 30 44,5 10 19 31 44 45 +27,1,44,0
231,4,1 4 13 15 31 34,5 10 19 31 44 45 +27,1,31,0
231,5,9 10 12 14 28 33,5 10 19 31 44 45 +27,1,10,0
231,6,8 9 24 25 26 43,5 10 19 31 44 45 +27,0,,0
231,7,4 17 36 37 42 43,5 10 19 31 44 45 +27,0,,0
231,8,9 16 35 38 39 41,5 10 19 31 44 45 +27,0,,0
231,9,9 15 26 37 40 43,5 10 19 31 44 45 +27,0,,0
231,10,6 9 19 33 42 44,5 10 19 31 44 45 +27,2,19 44,0
232,1,3 6 16 29 30 40,8 9 10 12 24 44 +35,0,,0
232,2,1 10 14 16 23 43,8 9 10 12 24 44 +35,1,10,0
232,3,5 10 13 19 24 45,8 9 10 12 24 44 +35,2,10 24,0
232,4,10 20 22 32 33 35,8 9 10 12 24 44 +35,1,10,0
232,5,6 13 30 34 41 43,8 9 10 12 24 44 +35,0,,0
232,6,1 3 7 29 34 43,8 9 10 12 24 44 +35,0,,0
232,7,10 24 34 36 42 44,8 9 10 12 24 44 +35,3,10 24 44,5
232,8,9 10 12 23 34 45,8 9 10 12 24 44 +35,3,9 10 12,5
232,9,10 13 22 23 29 39,8 9 10 12 24 44 +35,1,10,0
232,10,1 12 18 26 29 40,8 9 10 12 24 44 +35,1,12,0
233,1,1 8 11 17 32 43,4 6 13 17 28 40 +39,1,17,0
233,2,5 6 17 31 38 45,4 6 13 17 28 40 +39,2,6 17,0
233,3,5 21 24 31 32 44,4 6 13 17 28 40 +39,0,,0
233,4,4 10 12 34 39 41,4 6 13 17 28 40 +39,1,4,0
233,5,2 4 7 11 21 26,4 6 13 17 28 40 +39,1,4,0
233,6,3 8 19 22 25 27,4 6 13 17 28 40 +39,0,,0
233,7,3 16 18 21 33 36,4 6 13 17 28 40 +39,0,,0
233,8,19 20 25 29 30 33,4 6 13 17 28 40 +39,0,,0
233,9,2 7 14 20 22 25,4 6 13 17 28 40 +39,0,,0
233,10,2 10 24 26 38 40,4 6 13 17 28 40 +39,1,40,0
234,1,9 11 21 29 34 37,13 21 22 24 26 37 +4,2,21 37,0
234,2,14 23 36 38 42 43,13 21 22 24 26 37 +4,0,,0
234,3,9 19 21 29 32 36,13 21 22 24 26 37 +4,1,21,0
234,4,2 22 23 27 35 40,13 21 22 24 26 37 +4,1,22,0
234,5,5 8 15 23 26 29,13 21 22 24 26 37 +4,1,26,0
234,6,15 28 29 33 41 44,13 21 22 24 26 37 +4,0,,0
234,7,3 8 13 16 20 24,13 21 22 24 26 37 +4,2,13 24,0
234,8,4 10 11 26 31 44,13 21 22 24 26 37 +4,1,26,0
234,9,7 17 20 25 29 32,13 21 22 24 26 37 +4,0,,0
234,10,5 6 24 32 36 40,13 21 22 24 26 37 +4,1,24,0
235,1,5 30 35 37 41 42,21 22 26 27 31 37 +8,1,37,0
235,2,7 12 13 16 20 44,21 22 26 27 31 37 +8,0,,0
235,3,3 5 10 25 37 38,21 22 26 27 31 37 +8,1,37,0
235,4,13 23 32 40 41 42,21 22 26 27 31 37 +8,0,,0
235,5,14 16 36 37 41 44,21 22 26 27 31 37 +8,1,37,0
235,6,18 20 23 41 43 45,21 22 26 27 31 37 +8,0,,0
235,7,2 12 13 19 22 34,21 22 26 27 31 37 +8,1,22,0
235,8,7 9 16 23 25 30,21 22 26 27 31 37 +8,0,,0
235,9,3 14 24 38 40 45,21 22 26 27 31 37 +8,0,,0
235,10,2 27 33 36 39 42,21 22 26 27 31 37 +8,1,27,0
236,1,7 11 14 15 36 41,1 4 8 13 37 39 +7,0,,0
236,2,12 21 25 34 40 44,1 4 8 13 37 39 +7,0,,0
236,3,5 8 10 17 18 32,1 4 8 13 37 39 +7,1,8,0
236,4,13 24 26 27 34 36,1 4 8 13 37 39 +7,1,13,0
236,5,2 5 20 22 25 37,1 4 8 13 37 39 +7,1,37,0
236,6,1 8 17 28 38 41,1 4 8 13 37 39 +7,2,1 8,0
236,7,16 19 20 29 37 43,1 4 8 13 37 39 +7,1,37,0
236,8,4 8 9 20 32 39,1 4 8 13 37 39 +7,3,4 8 39,5
236,9,12 14 15 17 31 43,1 4 8 13 37 39 +7,0,,0
236,10,5 22 25 32 35 41,1 4 8 13 37 39 +7,0,,0
237,1,4 6 16 23 25 27,1 11 17 21 24 44 +33,0,,0
237,2,11 30 34 38 39 41,1 11 17 21 24 44 +33,1,11,0
237,3,1 10 19 20 21 36,1 11 17 21 24 44 +33,2,1 21,0
237,4,1 11 19 34 35 39,1 11 17 21 24 44 +33,2,1 11,0
237,5,12 15 16 18 22 26,1 11 17 21 24 44 +33,0,,0
237,6,17 18 20 27 37 44,1 11 17 21 24 44 +33,2,17 44,0
